,temporada_alta,dif_min,atraso_15,periodo_dia
21446,0,5.0,0,Noche
21447,0,-8.0,0,Noche
21448,0,1.0,0,Noche
21449,0,5.0,0,Noche
21450,0,81.0,1,Noche
21451,0,-2.0,0,Noche
21452,0,3.0,0,Noche
21453,0,-4.0,0,Noche
21454,0,1.0,0,Noche
21455,0,0.0,0,Noche
21456,0,-4.0,0,Noche
21457,0,1.0,0,Noche
21458,0,0.0,0,Noche
21459,0,46.0,1,Noche
21460,0,-1.0,0,Noche
21461,0,27.0,1,Noche
21462,0,3.0,0,Noche
21463,0,36.0,1,Noche
21464,0,-5.0,0,Mañana
21465,0,9.0,0,Mañana
21466,0,4.0,0,Mañana
21467,0,-1.0,0,Mañana
21468,0,-3.0,0,Mañana
21469,0,4.0,0,Mañana
21470,0,6.0,0,Mañana
21471,0,5.0,0,Mañana
21472,0,7.0,0,Mañana
21473,0,0.0,0,Mañana
21474,0,1.0,0,Mañana
21475,0,30.0,1,Mañana
21476,0,2.0,0,Mañana
21477,0,27.0,1,Tarde
21478,0,10.0,0,Tarde
21479,0,9.0,0,Tarde
21480,0,6.0,0,Tarde
21481,0,0.0,0,Tarde
21482,0,35.0,1,Tarde
21483,0,63.0,1,Tarde
21484,0,3.0,0,Tarde
21485,0,2.0,0,Tarde
21486,0,-6.0,0,Tarde
21487,0,11.0,0,Tarde
21488,0,26.0,1,Tarde
21489,0,63.0,1,Tarde
21490,0,10.0,0,Tarde
21491,0,10.0,0,Tarde
21492,0,-8.0,0,Tarde
21493,0,1.0,0,Tarde
21494,0,10.0,0,Mañana
21495,0,15.0,0,Mañana
21496,0,-3.0,0,Mañana
21497,0,0.0,0,Mañana
21498,0,5.0,0,Mañana
21499,0,27.0,1,Mañana
21500,0,55.0,1,Mañana
21501,0,12.0,0,Mañana
21502,0,10.0,0,Mañana
21503,0,17.0,1,Mañana
21504,0,-4.0,0,Mañana
21505,0,9.0,0,Mañana
21506,0,-4.0,0,Mañana
21507,0,34.0,1,Mañana
21508,0,-11.0,0,Mañana
21509,0,-5.0,0,Mañana
21510,0,8.0,0,Mañana
21511,0,2.0,0,Mañana
21512,0,-3.0,0,Mañana
21513,0,2.0,0,Mañana
21514,0,0.0,0,Mañana
21515,0,11.0,0,Mañana
21516,0,1.0,0,Mañana
21517,0,0.0,0,Mañana
21518,0,-2.0,0,Mañana
21519,0,8.0,0,Mañana
21520,0,25.0,1,Mañana
21521,0,-4.0,0,Mañana
21522,0,1.0,0,Mañana
21523,0,5.0,0,Mañana
21524,0,1.0,0,Mañana
21525,0,-5.0,0,Mañana
21526,0,-6.0,0,Noche
21527,0,5.0,0,Noche
21528,0,7.0,0,Noche
21529,0,5.0,0,Noche
21530,0,-3.0,0,Noche
21531,0,8.0,0,Noche
21532,0,0.0,0,Noche
21533,0,15.0,0,Noche
21534,0,0.0,0,Noche
21535,0,109.0,1,Noche
21536,0,-1.0,0,Noche
21537,0,-2.0,0,Noche
21538,0,57.0,1,Noche
21539,0,0.0,0,Noche
21540,0,-3.0,0,Noche
21541,0,-2.0,0,Noche
21542,0,1.0,0,Noche
21543,0,-4.0,0,Noche
21544,0,2.0,0,Noche
21545,0,18.0,1,Noche
21546,0,-5.0,0,Noche
21547,0,-1.0,0,Noche
21548,0,0.0,0,Noche
21549,0,0.0,0,Noche
21550,0,-9.0,0,Noche
21551,0,-2.0,0,Noche
21552,0,3.0,0,Noche
21553,0,0.0,0,Noche
21554,0,-4.0,0,Noche
21555,0,1.0,0,Noche
21556,0,-2.0,0,Noche
21557,0,0.0,0,Noche
21558,0,0.0,0,Noche
21559,0,-2.0,0,Noche
21560,0,2.0,0,Noche
21561,0,2.0,0,Noche
21562,0,1.0,0,Noche
21563,0,65.0,1,Noche
21564,0,1.0,0,Tarde
21565,0,9.0,0,Tarde
21566,0,5.0,0,Tarde
21567,0,39.0,1,Tarde
21568,0,-4.0,0,Tarde
21569,0,6.0,0,Tarde
21570,0,33.0,1,Tarde
21571,0,-3.0,0,Tarde
21572,0,5.0,0,Tarde
21573,0,-3.0,0,Tarde
21574,0,-4.0,0,Tarde
21575,0,4.0,0,Tarde
21576,0,0.0,0,Tarde
21577,0,11.0,0,Tarde
21578,0,0.0,0,Tarde
21579,0,-2.0,0,Tarde
21580,0,-7.0,0,Tarde
21581,0,15.0,0,Tarde
21582,0,4.0,0,Tarde
21583,0,5.0,0,Tarde
21584,0,0.0,0,Tarde
21585,0,34.0,1,Tarde
21586,0,4.0,0,Tarde
21587,0,7.0,0,Tarde
21588,0,-4.0,0,Noche
21589,0,9.0,0,Noche
21590,0,9.0,0,Noche
21591,0,-5.0,0,Noche
21592,0,4.0,0,Noche
21593,0,-1.0,0,Noche
21594,0,1.0,0,Noche
21595,0,-7.0,0,Noche
21596,0,2.0,0,Noche
21597,0,-3.0,0,Noche
21598,0,-1.0,0,Noche
21599,0,-5.0,0,Noche
21600,0,-3.0,0,Noche
21601,0,-3.0,0,Noche
21602,0,4.0,0,Noche
21603,0,5.0,0,Noche
21604,0,0.0,0,Noche
21605,0,0.0,0,Noche
21606,0,-1.0,0,Noche
21607,0,3.0,0,Noche
21608,0,6.0,0,Noche
21609,0,-3.0,0,Noche
21610,0,7.0,0,Noche
21611,0,2.0,0,Noche
21612,0,11.0,0,Noche
21613,0,0.0,0,Noche
21614,0,0.0,0,Noche
21615,0,15.0,0,Noche
21616,0,-1.0,0,Noche
21617,0,6.0,0,Noche
21618,0,30.0,1,Noche
21619,0,-3.0,0,Noche
21620,0,9.0,0,Tarde
21621,0,9.0,0,Tarde
21622,0,-1.0,0,Tarde
21623,0,9.0,0,Tarde
21624,0,0.0,0,Tarde
21625,0,4.0,0,Tarde
21626,0,-2.0,0,Tarde
21627,0,15.0,0,Tarde
21628,0,20.0,1,Tarde
21629,0,5.0,0,Tarde
21630,0,12.0,0,Tarde
21631,0,4.0,0,Tarde
21632,0,-1.0,0,Tarde
21633,0,4.0,0,Tarde
21634,0,7.0,0,Tarde
21635,0,36.0,1,Tarde
21636,0,17.0,1,Tarde
21637,0,2.0,0,Tarde
21638,0,1.0,0,Tarde
21639,0,-2.0,0,Tarde
21640,0,7.0,0,Tarde
21641,0,-2.0,0,Tarde
21642,0,27.0,1,Tarde
21643,0,27.0,1,Tarde
21644,0,20.0,1,Tarde
21645,0,10.0,0,Tarde
21646,0,-1.0,0,Tarde
21647,0,23.0,1,Tarde
21648,0,2.0,0,Mañana
21649,0,-4.0,0,Noche
21650,0,1.0,0,Noche
21651,0,3.0,0,Noche
21652,0,39.0,1,Noche
21653,0,13.0,0,Noche
21654,0,0.0,0,Noche
21655,0,4.0,0,Noche
21656,0,-5.0,0,Noche
21657,0,4.0,0,Noche
21658,0,1.0,0,Noche
21659,0,8.0,0,Noche
21660,0,-1.0,0,Noche
21661,0,7.0,0,Noche
21662,0,5.0,0,Noche
21663,0,2.0,0,Noche
21664,0,22.0,1,Noche
21665,0,1.0,0,Noche
21666,0,9.0,0,Noche
21667,0,-2.0,0,Noche
21668,0,-3.0,0,Noche
21669,0,5.0,0,Noche
21670,0,-2.0,0,Noche
21671,0,1.0,0,Noche
21672,0,2.0,0,Noche
21673,0,6.0,0,Noche
21674,0,-4.0,0,Noche
21675,0,2.0,0,Noche
21676,0,2.0,0,Noche
21677,0,1.0,0,Noche
21678,0,14.0,0,Noche
21679,0,4.0,0,Noche
21680,0,6.0,0,Noche
21681,0,1.0,0,Noche
21682,0,-2.0,0,Noche
21683,0,25.0,1,Tarde
21684,0,35.0,1,Tarde
21685,0,1.0,0,Tarde
21686,0,1.0,0,Tarde
21687,0,19.0,1,Tarde
21688,0,33.0,1,Tarde
21689,0,1.0,0,Tarde
21690,0,8.0,0,Tarde
21691,0,3.0,0,Tarde
21692,0,1.0,0,Tarde
21693,0,3.0,0,Tarde
21694,0,8.0,0,Tarde
21695,0,125.0,1,Tarde
21696,0,0.0,0,Mañana
21697,0,-2.0,0,Mañana
21698,0,-3.0,0,Mañana
21699,0,11.0,0,Mañana
21700,0,98.0,1,Mañana
21701,0,72.0,1,Mañana
21702,0,100.0,1,Mañana
21703,0,3.0,0,Mañana
21704,0,0.0,0,Mañana
21705,0,-3.0,0,Mañana
21706,0,7.0,0,Mañana
21707,0,-5.0,0,Mañana
21708,0,1.0,0,Mañana
21709,0,1.0,0,Mañana
21710,0,17.0,1,Mañana
21711,0,51.0,1,Mañana
21712,0,3.0,0,Mañana
21713,0,28.0,1,Mañana
21714,0,5.0,0,Mañana
21715,0,-2.0,0,Mañana
21716,0,3.0,0,Mañana
21717,0,-3.0,0,Mañana
21718,0,5.0,0,Mañana
21719,0,0.0,0,Mañana
21720,0,-6.0,0,Mañana
21721,0,9.0,0,Mañana
21722,0,-1.0,0,Mañana
21723,0,1.0,0,Mañana
21724,0,-5.0,0,Mañana
21725,0,3.0,0,Tarde
21726,0,19.0,1,Tarde
21727,0,6.0,0,Tarde
21728,0,30.0,1,Tarde
21729,0,3.0,0,Tarde
21730,0,7.0,0,Tarde
21731,0,7.0,0,Tarde
21732,0,5.0,0,Tarde
21733,0,22.0,1,Tarde
21734,0,-4.0,0,Tarde
21735,0,6.0,0,Tarde
21736,0,-2.0,0,Tarde
21737,0,1.0,0,Tarde
21738,0,-2.0,0,Tarde
21739,0,11.0,0,Tarde
21740,0,1.0,0,Tarde
21741,0,6.0,0,Tarde
21742,0,16.0,1,Tarde
21743,0,-2.0,0,Tarde
21744,0,0.0,0,Tarde
21745,0,6.0,0,Tarde
21746,0,0.0,0,Tarde
21747,0,1.0,0,Tarde
21748,0,12.0,0,Tarde
21749,0,13.0,0,Tarde
21750,0,15.0,0,Tarde
21751,0,2.0,0,Tarde
21752,0,20.0,1,Tarde
21753,0,9.0,0,Tarde
21754,0,0.0,0,Tarde
21755,0,-1.0,0,Tarde
21756,0,2.0,0,Tarde
21757,0,14.0,0,Tarde
21758,0,8.0,0,Tarde
21759,0,14.0,0,Tarde
21760,0,8.0,0,Tarde
21761,0,1.0,0,Tarde
21762,0,5.0,0,Tarde
21763,0,9.0,0,Noche
21764,0,52.0,1,Noche
21765,0,11.0,0,Noche
21766,0,3.0,0,Noche
21767,0,2.0,0,Noche
21768,0,7.0,0,Noche
21769,0,12.0,0,Noche
21770,0,76.0,1,Noche
21771,0,39.0,1,Noche
21772,0,5.0,0,Noche
21773,0,-2.0,0,Noche
21774,0,6.0,0,Noche
21775,0,1.0,0,Noche
21776,0,-5.0,0,Noche
21777,0,14.0,0,Noche
21778,0,63.0,1,Noche
21779,0,2.0,0,Noche
21780,0,-9.0,0,Noche
21781,0,4.0,0,Noche
21782,0,4.0,0,Noche
21783,0,9.0,0,Noche
21784,0,18.0,1,Noche
21785,0,32.0,1,Noche
21786,0,11.0,0,Noche
21787,0,0.0,0,Noche
21788,0,8.0,0,Noche
21789,0,24.0,1,Noche
21790,0,8.0,0,Noche
21791,0,33.0,1,Noche
21792,0,36.0,1,Noche
21793,0,3.0,0,Tarde
21794,0,0.0,0,Tarde
21795,0,3.0,0,Tarde
21796,0,24.0,1,Tarde
21797,0,0.0,0,Mañana
21798,0,19.0,1,Mañana
21799,0,2.0,0,Mañana
21800,0,4.0,0,Mañana
21801,0,8.0,0,Mañana
21802,0,7.0,0,Mañana
21803,0,9.0,0,Mañana
21804,0,0.0,0,Mañana
21805,0,3.0,0,Mañana
21806,0,2.0,0,Mañana
21807,0,7.0,0,Mañana
21808,0,3.0,0,Mañana
21809,0,8.0,0,Mañana
21810,0,4.0,0,Mañana
21811,0,4.0,0,Mañana
21812,0,8.0,0,Mañana
21813,0,0.0,0,Mañana
21814,0,14.0,0,Mañana
21815,0,4.0,0,Mañana
21816,0,1.0,0,Mañana
21817,0,6.0,0,Mañana
21818,0,5.0,0,Mañana
21819,0,-1.0,0,Mañana
21820,0,7.0,0,Mañana
21821,0,6.0,0,Mañana
21822,0,6.0,0,Mañana
21823,0,-3.0,0,Mañana
21824,0,4.0,0,Mañana
21825,0,5.0,0,Mañana
21826,0,6.0,0,Mañana
21827,0,10.0,0,Mañana
21828,0,1.0,0,Mañana
21829,0,24.0,1,Mañana
21830,0,14.0,0,Mañana
21831,0,2.0,0,Mañana
21832,0,11.0,0,Mañana
21833,0,3.0,0,Mañana
21834,0,9.0,0,Mañana
21835,0,12.0,0,Mañana
21836,0,23.0,1,Mañana
21837,0,1.0,0,Mañana
21838,0,11.0,0,Mañana
21839,0,4.0,0,Tarde
21840,0,-3.0,0,Tarde
21841,0,-2.0,0,Tarde
21842,0,-1.0,0,Tarde
21843,0,1.0,0,Tarde
21844,0,2.0,0,Tarde
21845,0,1.0,0,Tarde
21846,0,0.0,0,Tarde
21847,0,2.0,0,Tarde
21848,0,7.0,0,Tarde
21849,0,2.0,0,Tarde
21850,0,9.0,0,Tarde
21851,0,16.0,1,Tarde
21852,0,7.0,0,Mañana
21853,0,1.0,0,Mañana
21854,0,-4.0,0,Mañana
21855,0,-4.0,0,Mañana
21856,0,1.0,0,Mañana
21857,0,2.0,0,Mañana
21858,0,5.0,0,Mañana
21859,0,13.0,0,Mañana
21860,0,10.0,0,Mañana
21861,0,-1.0,0,Mañana
21862,0,-1.0,0,Mañana
21863,0,7.0,0,Mañana
21864,0,1.0,0,Mañana
21865,0,5.0,0,Mañana
21866,0,5.0,0,Mañana
21867,0,6.0,0,Mañana
21868,0,2.0,0,Mañana
21869,0,6.0,0,Mañana
21870,0,-4.0,0,Mañana
21871,0,1.0,0,Mañana
21872,0,3.0,0,Mañana
21873,0,39.0,1,Mañana
21874,0,3.0,0,Mañana
21875,0,0.0,0,Mañana
21876,0,0.0,0,Tarde
21877,0,-2.0,0,Tarde
21878,0,5.0,0,Tarde
21879,0,-1.0,0,Tarde
21880,0,1.0,0,Tarde
21881,0,2.0,0,Tarde
21882,0,120.0,1,Noche
21883,0,10.0,0,Tarde
21884,0,-1.0,0,Tarde
21885,0,11.0,0,Noche
21886,0,-4.0,0,Tarde
21887,0,0.0,0,Noche
21888,0,-6.0,0,Noche
21889,0,18.0,1,Noche
21890,0,2.0,0,Noche
21891,0,22.0,1,Mañana
21892,0,16.0,1,Tarde
21893,0,3.0,0,Tarde
21894,0,0.0,0,Tarde
21895,0,-3.0,0,Tarde
21896,0,5.0,0,Noche
21897,0,-5.0,0,Noche
21898,0,-4.0,0,Noche
21899,0,-6.0,0,Noche
21900,0,24.0,1,Noche
21901,0,-2.0,0,Noche
21902,0,3.0,0,Noche
21903,0,8.0,0,Noche
21904,0,0.0,0,Noche
21905,0,-2.0,0,Noche
21906,0,2.0,0,Noche
21907,0,8.0,0,Noche
21908,0,0.0,0,Noche
21909,0,7.0,0,Noche
21910,0,4.0,0,Noche
21911,0,18.0,1,Noche
21912,0,-6.0,0,Noche
21913,0,-1.0,0,Noche
21914,0,27.0,1,Noche
21915,0,0.0,0,Noche
21916,0,2.0,0,Noche
21917,0,8.0,0,Noche
21918,0,0.0,0,Noche
21919,0,11.0,0,Noche
21920,0,9.0,0,Noche
21921,0,10.0,0,Noche
21922,0,5.0,0,Noche
21923,0,5.0,0,Tarde
21924,0,0.0,0,Noche
21925,0,1.0,0,Noche
21926,0,1.0,0,Mañana
21927,0,1.0,0,Mañana
21928,0,18.0,1,Mañana
21929,0,16.0,1,Mañana
21930,0,6.0,0,Mañana
21931,0,-3.0,0,Mañana
21932,0,-5.0,0,Mañana
21933,0,-9.0,0,Mañana
21934,0,3.0,0,Mañana
21935,0,8.0,0,Mañana
21936,0,11.0,0,Mañana
21937,0,-3.0,0,Mañana
21938,0,14.0,0,Mañana
21939,0,17.0,1,Mañana
21940,0,-2.0,0,Mañana
21941,0,35.0,1,Mañana
21942,0,45.0,1,Mañana
21943,0,-6.0,0,Mañana
21944,0,0.0,0,Mañana
21945,0,17.0,1,Mañana
21946,0,32.0,1,Mañana
21947,0,11.0,0,Mañana
21948,0,-2.0,0,Mañana
21949,0,-3.0,0,Mañana
21950,0,1.0,0,Mañana
21951,0,1.0,0,Mañana
21952,0,12.0,0,Mañana
21953,0,-1.0,0,Mañana
21954,0,12.0,0,Mañana
21955,0,42.0,1,Mañana
21956,0,1.0,0,Mañana
21957,0,4.0,0,Mañana
21958,0,66.0,1,Mañana
21959,0,4.0,0,Mañana
21960,0,7.0,0,Mañana
21961,0,0.0,0,Mañana
21962,0,10.0,0,Mañana
21963,0,5.0,0,Mañana
21964,0,7.0,0,Noche
21965,0,2.0,0,Noche
21966,0,2.0,0,Noche
21967,0,5.0,0,Noche
21968,0,5.0,0,Noche
21969,0,-2.0,0,Noche
21970,0,3.0,0,Noche
21971,0,10.0,0,Noche
21972,0,2.0,0,Noche
21973,0,0.0,0,Noche
21974,0,0.0,0,Noche
21975,0,-11.0,0,Noche
21976,0,8.0,0,Noche
21977,0,12.0,0,Noche
21978,0,38.0,1,Noche
21979,0,-3.0,0,Noche
21980,0,3.0,0,Noche
21981,0,16.0,1,Noche
21982,0,2.0,0,Noche
21983,0,7.0,0,Noche
21984,0,12.0,0,Noche
21985,0,7.0,0,Noche
21986,0,7.0,0,Noche
21987,0,13.0,0,Noche
21988,0,7.0,0,Noche
21989,0,7.0,0,Noche
21990,0,87.0,1,Tarde
21991,0,10.0,0,Tarde
21992,0,-3.0,0,Noche
21993,0,3.0,0,Noche
21994,0,-3.0,0,Noche
21995,0,-2.0,0,Noche
21996,0,6.0,0,Noche
21997,0,0.0,0,Noche
21998,0,2.0,0,Noche
21999,0,10.0,0,Noche
22000,0,-3.0,0,Noche
22001,0,39.0,1,Noche
22002,0,-5.0,0,Noche
22003,0,5.0,0,Noche
22004,0,7.0,0,Noche
22005,0,0.0,0,Noche
22006,0,-1.0,0,Noche
22007,0,-3.0,0,Noche
22008,0,-7.0,0,Noche
22009,0,1.0,0,Noche
22010,0,11.0,0,Noche
22011,0,13.0,0,Noche
22012,0,8.0,0,Noche
22013,0,3.0,0,Noche
22014,0,-2.0,0,Noche
22015,0,5.0,0,Noche
22016,0,6.0,0,Noche
22017,0,-5.0,0,Noche
22018,0,-1.0,0,Mañana
22019,0,72.0,1,Mañana
22020,0,8.0,0,Mañana
22021,0,13.0,0,Mañana
22022,0,12.0,0,Mañana
22023,0,7.0,0,Mañana
22024,0,-2.0,0,Mañana
22025,0,10.0,0,Mañana
22026,0,11.0,0,Mañana
22027,0,1.0,0,Mañana
22028,0,11.0,0,Mañana
22029,0,8.0,0,Mañana
22030,0,20.0,1,Mañana
22031,0,12.0,0,Mañana
22032,0,3.0,0,Mañana
22033,0,60.0,1,Mañana
22034,0,6.0,0,Mañana
22035,0,18.0,1,Mañana
22036,0,-1.0,0,Mañana
22037,0,0.0,0,Mañana
22038,0,8.0,0,Mañana
22039,0,19.0,1,Mañana
22040,0,5.0,0,Mañana
22041,0,33.0,1,Mañana
22042,0,-2.0,0,Mañana
22043,0,9.0,0,Mañana
22044,0,16.0,1,Noche
22045,0,22.0,1,Mañana
22046,0,1.0,0,Mañana
22047,0,33.0,1,Tarde
22048,0,2.0,0,Noche
22049,0,65.0,1,Mañana
22050,0,7.0,0,Noche
22051,0,13.0,0,Mañana
22052,0,33.0,1,Mañana
22053,0,-2.0,0,Mañana
22054,0,-14.0,0,Mañana
22055,0,-10.0,0,Mañana
22056,0,-3.0,0,Mañana
22057,0,0.0,0,Mañana
22058,0,-5.0,0,Mañana
22059,0,-3.0,0,Mañana
22060,0,-4.0,0,Mañana
22061,0,-6.0,0,Mañana
22062,0,-8.0,0,Mañana
22063,0,3.0,0,Mañana
22064,0,-8.0,0,Mañana
22065,0,0.0,0,Mañana
22066,0,-1.0,0,Mañana
22067,0,34.0,1,Tarde
22068,0,41.0,1,Tarde
22069,0,-3.0,0,Tarde
22070,0,-5.0,0,Tarde
22071,0,-7.0,0,Tarde
22072,0,6.0,0,Tarde
22073,0,0.0,0,Tarde
22074,0,2.0,0,Tarde
22075,0,0.0,0,Tarde
22076,0,1.0,0,Tarde
22077,0,2.0,0,Tarde
22078,0,2.0,0,Tarde
22079,0,3.0,0,Tarde
22080,0,0.0,0,Tarde
22081,0,-3.0,0,Tarde
22082,0,3.0,0,Tarde
22083,0,-2.0,0,Tarde
22084,0,11.0,0,Tarde
22085,0,39.0,1,Tarde
22086,0,5.0,0,Tarde
22087,0,1.0,0,Tarde
22088,0,6.0,0,Tarde
22089,0,8.0,0,Tarde
22090,0,5.0,0,Tarde
22091,0,5.0,0,Tarde
22092,0,3.0,0,Mañana
22093,0,8.0,0,Mañana
22094,0,-3.0,0,Mañana
22095,0,1.0,0,Mañana
22096,0,0.0,0,Mañana
22097,0,1.0,0,Mañana
22098,0,7.0,0,Mañana
22099,0,-6.0,0,Mañana
22100,0,25.0,1,Mañana
22101,0,-2.0,0,Mañana
22102,0,-2.0,0,Mañana
22103,0,3.0,0,Mañana
22104,0,-1.0,0,Mañana
22105,0,-9.0,0,Mañana
22106,0,4.0,0,Mañana
22107,0,-4.0,0,Mañana
22108,0,-4.0,0,Mañana
22109,0,-8.0,0,Mañana
22110,0,0.0,0,Mañana
22111,0,57.0,1,Mañana
22112,0,17.0,1,Noche
22113,0,26.0,1,Tarde
22114,0,1.0,0,Noche
22115,0,84.0,1,Noche
22116,0,10.0,0,Tarde
22117,0,12.0,0,Noche
22118,0,0.0,0,Noche
22119,0,0.0,0,Noche
22120,0,14.0,0,Tarde
22121,0,0.0,0,Noche
22122,0,9.0,0,Noche
22123,0,-9.0,0,Noche
22124,0,4.0,0,Tarde
22125,0,0.0,0,Noche
22126,0,-3.0,0,Noche
22127,0,69.0,1,Noche
22128,0,8.0,0,Tarde
22129,0,-8.0,0,Mañana
22130,0,1.0,0,Mañana
22131,0,-1.0,0,Mañana
22132,0,15.0,0,Mañana
22133,0,-2.0,0,Mañana
22134,0,-5.0,0,Noche
22135,0,32.0,1,Noche
22136,0,4.0,0,Noche
22137,0,50.0,1,Noche
22138,0,4.0,0,Noche
22139,0,3.0,0,Noche
22140,0,22.0,1,Noche
22141,0,-1.0,0,Noche
22142,0,4.0,0,Noche
22143,0,47.0,1,Noche
22144,0,3.0,0,Noche
22145,0,-7.0,0,Noche
22146,0,-14.0,0,Noche
22147,0,3.0,0,Noche
22148,0,-7.0,0,Noche
22149,0,-3.0,0,Noche
22150,0,-5.0,0,Noche
22151,0,-4.0,0,Noche
22152,0,0.0,0,Noche
22153,0,0.0,0,Noche
22154,0,11.0,0,Noche
22155,0,0.0,0,Noche
22156,0,-6.0,0,Noche
22157,0,23.0,1,Noche
22158,0,-5.0,0,Noche
22159,0,-6.0,0,Noche
22160,0,87.0,1,Noche
22161,0,-2.0,0,Noche
22162,0,-8.0,0,Noche
22163,0,-11.0,0,Noche
22164,0,2.0,0,Noche
22165,0,8.0,0,Noche
22166,0,95.0,1,Noche
22167,0,14.0,0,Noche
22168,0,15.0,0,Mañana
22169,0,8.0,0,Mañana
22170,0,-2.0,0,Noche
22171,0,0.0,0,Noche
22172,0,2.0,0,Noche
22173,0,62.0,1,Noche
22174,0,-3.0,0,Noche
22175,0,0.0,0,Noche
22176,0,14.0,0,Noche
22177,0,-4.0,0,Noche
22178,0,-3.0,0,Noche
22179,0,-7.0,0,Noche
22180,0,1.0,0,Noche
22181,0,0.0,0,Noche
22182,0,0.0,0,Noche
22183,0,-2.0,0,Noche
22184,0,-1.0,0,Noche
22185,0,1.0,0,Noche
22186,0,-2.0,0,Noche
22187,0,0.0,0,Noche
22188,0,2.0,0,Noche
22189,0,1.0,0,Noche
22190,0,1.0,0,Noche
22191,0,2.0,0,Noche
22192,0,0.0,0,Noche
22193,0,-5.0,0,Noche
22194,0,-10.0,0,Noche
22195,0,0.0,0,Noche
22196,0,0.0,0,Noche
22197,0,-10.0,0,Noche
22198,0,0.0,0,Noche
22199,0,-4.0,0,Noche
22200,0,-3.0,0,Noche
22201,0,-7.0,0,Noche
22202,0,-9.0,0,Noche
22203,0,-6.0,0,Noche
22204,0,6.0,0,Noche
22205,0,16.0,1,Noche
22206,0,-6.0,0,Noche
22207,0,-4.0,0,Noche
22208,0,-10.0,0,Noche
22209,0,-13.0,0,Noche
22210,0,-8.0,0,Noche
22211,0,-1.0,0,Noche
22212,0,-9.0,0,Noche
22213,0,22.0,1,Noche
22214,0,-13.0,0,Noche
22215,0,-8.0,0,Noche
22216,0,-5.0,0,Noche
22217,0,2.0,0,Noche
22218,0,32.0,1,Noche
22219,0,4.0,0,Noche
22220,0,-10.0,0,Noche
22221,0,-3.0,0,Noche
22222,0,-7.0,0,Noche
22223,0,-9.0,0,Noche
22224,0,-14.0,0,Noche
22225,0,-9.0,0,Noche
22226,0,-13.0,0,Noche
22227,0,-1.0,0,Noche
22228,0,-10.0,0,Noche
22229,0,-9.0,0,Noche
22230,0,-9.0,0,Noche
22231,0,-1.0,0,Noche
22232,0,2.0,0,Noche
22233,0,55.0,1,Mañana
22234,0,60.0,1,Mañana
22235,0,34.0,1,Mañana
22236,0,3.0,0,Mañana
22237,0,2.0,0,Mañana
22238,0,-3.0,0,Mañana
22239,0,-3.0,0,Mañana
22240,0,-12.0,0,Mañana
22241,0,7.0,0,Mañana
22242,0,12.0,0,Mañana
22243,0,14.0,0,Mañana
22244,0,10.0,0,Mañana
22245,0,25.0,1,Mañana
22246,0,7.0,0,Mañana
22247,0,6.0,0,Mañana
22248,0,-2.0,0,Mañana
22249,0,81.0,1,Mañana
22250,0,24.0,1,Mañana
22251,0,3.0,0,Noche
22252,0,-1.0,0,Noche
22253,0,0.0,0,Noche
22254,0,12.0,0,Noche
22255,0,28.0,1,Noche
22256,0,-2.0,0,Noche
22257,0,19.0,1,Noche
22258,0,2.0,0,Noche
22259,0,0.0,0,Noche
22260,0,-8.0,0,Tarde
22261,0,-8.0,0,Tarde
22262,0,-1.0,0,Tarde
22263,0,56.0,1,Tarde
22264,0,-4.0,0,Tarde
22265,0,-9.0,0,Tarde
22266,0,2.0,0,Tarde
22267,0,0.0,0,Tarde
22268,0,-1.0,0,Tarde
22269,0,-9.0,0,Tarde
22270,0,71.0,1,Tarde
22271,0,3.0,0,Tarde
22272,0,-3.0,0,Tarde
22273,0,-6.0,0,Tarde
22274,0,-12.0,0,Tarde
22275,0,2.0,0,Tarde
22276,0,1.0,0,Tarde
22277,0,1.0,0,Tarde
22278,0,-5.0,0,Tarde
22279,0,-7.0,0,Tarde
22280,0,-5.0,0,Tarde
22281,0,-2.0,0,Tarde
22282,0,27.0,1,Tarde
22283,0,-5.0,0,Tarde
22284,0,-7.0,0,Tarde
22285,0,-7.0,0,Tarde
22286,0,0.0,0,Tarde
22287,0,-2.0,0,Tarde
22288,0,-14.0,0,Tarde
22289,0,4.0,0,Tarde
22290,0,3.0,0,Tarde
22291,0,-6.0,0,Tarde
22292,0,-2.0,0,Tarde
22293,0,-9.0,0,Tarde
22294,0,-1.0,0,Tarde
22295,0,4.0,0,Tarde
22296,0,-1.0,0,Tarde
22297,0,-4.0,0,Tarde
22298,0,3.0,0,Tarde
22299,0,-1.0,0,Tarde
22300,0,-11.0,0,Tarde
22301,0,23.0,1,Mañana
22302,0,3.0,0,Mañana
22303,0,-8.0,0,Noche
22304,0,0.0,0,Noche
22305,0,-5.0,0,Noche
22306,0,14.0,0,Noche
22307,0,-4.0,0,Noche
22308,0,-6.0,0,Noche
22309,0,0.0,0,Noche
22310,0,-7.0,0,Noche
22311,0,-14.0,0,Noche
22312,0,-10.0,0,Noche
22313,0,11.0,0,Noche
22314,0,-9.0,0,Noche
22315,0,15.0,0,Noche
22316,0,14.0,0,Noche
22317,0,-2.0,0,Noche
22318,0,-6.0,0,Noche
22319,0,4.0,0,Noche
22320,0,5.0,0,Noche
22321,0,-12.0,0,Noche
22322,0,-3.0,0,Noche
22323,0,-3.0,0,Noche
22324,0,-14.0,0,Noche
22325,0,-2.0,0,Noche
